Schedule.flno  Schedule.aid  Aircrafts.aid  Aircrafts.aname  Aircrafts.cruisingrange  
3041	8690	8690	nlfndjtfvq	6248	
8236	6904	6904	ptdrygmcem	7063	
3039	4581	4581	znwjmewhxq	1169	
12033	4561	4561	ysrjxlanrx	2927	
6734	4573	4573	utrclqivnh	6933	
8384	651	651	aygazawddo	4018	
11736	2335	2335	dspxbhiaxs	107	
1801	3032	3032	rlgwyajdwz	4358	
11647	2506	2506	oevicjtjpq	9773	
4344	8395	8395	ybqxoasnfq	1687	
6301	6719	6719	lvyidkrqyr	3306	
4056	3916	3916	ctpzdamnll	8962	
12672	9217	9217	lvdqgydoyu	2446	
3172	4056	4056	qxdkvxufbx	3146	
7309	6037	6037	favksxwxlw	4642	
5711	9295	9295	lcycnnmipv	3234	
11816	3558	3558	twpxmlpqqk	1692	
10890	1486	1486	audykbcjuw	9683	
8764	1786	1786	pewujhixpn	4270	
12953	3916	3916	ctpzdamnll	8962	
5602	571	571	fmfzsfjnbp	3965	
6813	8430	8430	dkcdqeyjxc	2607	
9742	9643	9643	bktgmokrpn	2923	
2582	2727	2727	jmdopljxjf	8791	
7009	7220	7220	xzupzpwbnf	4068	
2478	4698	4698	rcskqvytrx	9479	
3420	102	102	osgmuqtwaa	3398	
5138	3005	3005	ercfwuliui	2684	
2126	3972	3972	kbzvrdkbmw	981	
1550	9115	9115	kmjuipsviy	5772	
3780	7006	7006	mhbeazxqzq	7312	
10198	8430	8430	dkcdqeyjxc	2607	
8398	1049	1049	chacashjxd	8593	
2920	651	651	aygazawddo	4018	
7427	4185	4185	frljlkzhjp	1996	
7807	812	812	txrtyabvnb	1772	
8911	3515	3515	uijzxobdjm	3191	
12377	4716	4716	zadvecuvsn	6197	
3593	2225	2225	lxauozkkvw	2081	
11898	2167	2167	nvupzftomv	4636	
5890	10157	10157	ulxxdexejy	4469	
8352	571	571	fmfzsfjnbp	3965	
738	2126	2126	ttgeohcylu	3255	
6145	4309	4309	nankzvsofp	1018	
5479	7051	7051	ryzmpqdzhz	5233	
3246	8066	8066	wgqqabrofh	2682	
11034	2727	2727	jmdopljxjf	8791	
6565	7410	7410	yyfelkuqbo	1375	
6407	9475	9475	pqowmmxgar	5009	
4354	4395	4395	cvpklswyda	3089	
11977	7550	7550	tjxwhaayih	2549	
3960	9923	9923	mnqtkfqqgv	8394	
10254	10432	10432	qrpstfpkuu	915	
7764	7596	7596	rllcgyqxzl	9085	
2537	6719	6719	lvyidkrqyr	3306	
408	3732	3732	tquxlurryp	2900	
672	1190	1190	gtrqazklso	3793	
12867	3075	3075	jrgaegazmz	4552	
5528	9923	9923	mnqtkfqqgv	8394	
2713	203	203	hdyyzllksv	8912	
12795	6719	6719	lvyidkrqyr	3306	
4419	3024	3024	rrtssofdca	7094	
10706	1786	1786	pewujhixpn	4270	
11083	5917	5917	aboqicckoj	8917	
8823	9295	9295	lcycnnmipv	3234	
12087	3948	3948	rfevkqrvom	6036	
5859	4928	4928	mzdqxccydm	3079	
2091	3442	3442	albifkoopd	2094	
5782	7006	7006	mhbeazxqzq	7312	
12933	9217	9217	lvdqgydoyu	2446	
1644	2679	2679	xogndgglld	9057	
379	3024	3024	rrtssofdca	7094	
6298	2167	2167	nvupzftomv	4636	
2286	4772	4772	fcuwnuwefm	3193	
10784	1486	1486	audykbcjuw	9683	
2452	8632	8632	wtbuschygr	7928	
1540	2687	2687	csigwnaexj	382	
8993	4185	4185	frljlkzhjp	1996	
10317	6038	6038	qungglhlky	5949	
1529	3916	3916	ctpzdamnll	8962	
3989	4056	4056	qxdkvxufbx	3146	
12992	10869	10869	auqbxirfhk	2201	
12169	10782	10782	qlxfvwnbyx	5723	
9173	6379	6379	kapzmbagtk	1047	
7096	1129	1129	vlrbqtblyx	6239	
12409	1129	1129	vlrbqtblyx	6239	
8744	10196	10196	qvuwujysew	1327	
6131	2095	2095	mudtanytfv	3826	
2490	1740	1740	jolhhslmzz	2137	
1532	8012	8012	dgeqajpjpb	9682	
12214	3005	3005	ercfwuliui	2684	
2044	1190	1190	gtrqazklso	3793	
5589	4056	4056	qxdkvxufbx	3146	
8009	1190	1190	gtrqazklso	3793	
11905	6904	6904	ptdrygmcem	7063	
8476	2803	2803	pdyqspqejw	1387	
8258	6782	6782	vifgvhdgvf	3737	
12544	8922	8922	babwikhgps	1233	
7780	2941	2941	fsgkdqgnjg	2565	
10933	1791	1791	sboykyxopr	5139	
180	5211	5211	oqispxsstb	7637	
8843	3558	3558	twpxmlpqqk	1692	
718	4561	4561	ysrjxlanrx	2927	
5649	8690	8690	nlfndjtfvq	6248	
597	9643	9643	bktgmokrpn	2923	
3727	1176	1176	wketibgsxr	2451	
9344	1129	1129	vlrbqtblyx	6239	
10557	3972	3972	kbzvrdkbmw	981	
4588	1162	1162	khubtztbon	6606	
7989	7220	7220	xzupzpwbnf	4068	
744	112	112	eoatgipuwf	1414	
9378	7006	7006	mhbeazxqzq	7312	
8074	1208	1208	kwvewnbimv	4082	
3182	9538	9538	jrqmypkfkr	9154	
10623	1740	1740	jolhhslmzz	2137	
7765	6782	6782	vifgvhdgvf	3737	
11373	7048	7048	wrlmonwiuc	8373	
3996	6094	6094	lpksmdqxlc	4775	
7069	73	73	advpifqbzy	3942	
8725	9386	9386	uewnwzsuxo	8796	
1144	8395	8395	ybqxoasnfq	1687	
2347	579	579	nfxxyydtbk	2836	
4824	8732	8732	spiylibxuk	4678	
9074	10185	10185	ahefzndrbv	6079	
6708	3487	3487	hlfprbbnox	2993	
843	9184	9184	tjrfvhubvh	5601	
12285	5436	5436	cdccnojrtk	4886	
12154	7886	7886	ogqoqfppdo	6948	
3681	9308	9308	opxkiaoxge	1917	
3948	8312	8312	ftozhljbld	6720	
3277	10722	10722	fqtkqdjtvy	5740	
4975	795	795	xmikgxrtjq	7903	
8685	10985	10985	utovqxvwmg	9680	
12230	9225	9225	gcupdfyocl	1701	
12894	9107	9107	diepvxlzzq	813	
9952	5631	5631	kejmlqhosj	71	
7320	8367	8367	tkmgyjhyac	7842	
8502	8980	8980	lbaudujjfk	2701	
6475	10985	10985	utovqxvwmg	9680	
923	1214	1214	qkqtgpomcj	3067	
12951	351	351	fogkwckars	8848	
6445	10959	10959	kaethiauzi	357	
4907	1998	1998	ihjxpvacvp	1656	
9875	2477	2477	ysznvemvhq	1939	
7033	7775	7775	kakdfmrriz	4167	
8994	5326	5326	duomtcjiey	5451	
11167	8111	8111	ffvzvwniuy	4028	
9131	10799	10799	plbuyrfmrm	4585	
6872	8177	8177	jjloeerfhu	7327	
735	8312	8312	ftozhljbld	6720	
10904	9545	9545	fildhydzuh	6659	
2272	2098	2098	igkihzqtxd	4431	
10767	1760	1760	ysncmriday	6353	
7394	8342	8342	hpjlrixbjw	4678	
12784	9308	9308	opxkiaoxge	1917	
8994	1054	1054	kygtavnqzn	3744	
8909	7273	7273	qkqrvdbgvh	5921	
8813	6092	6092	isrsqtgxim	5738	
10268	1892	1892	pxmevofdpc	1737	
5053	1734	1734	nfdeuhyemy	1322	
12665	1042	1042	hudhrqqzzz	1424	
12846	4899	4899	lzbdnjtpna	8044	
10067	8612	8612	uebktsnpdc	3237	
4316	1215	1215	nhvnxwfvcg	8796	
2466	7784	7784	tauxqlhvtv	6615	
6364	8612	8612	uebktsnpdc	3237	
11770	9225	9225	gcupdfyocl	1701	
3465	8084	8084	sepiqlttni	6883	
6591	4538	4538	xxqkvqbuce	3075	
10646	4974	4974	quttslldkk	4467	
11815	7886	7886	ogqoqfppdo	6948	
6399	9290	9290	dgbgzggfza	2344	
8194	2715	2715	xsedxuycjo	4699	
6105	8266	8266	xkitnrgwob	6282	
4022	10985	10985	utovqxvwmg	9680	
2298	1054	1054	kygtavnqzn	3744	
2740	8827	8827	allsfpnxky	5260	
5130	6994	6994	abgjphexan	7622	
2995	6994	6994	abgjphexan	7622	
9600	6286	6286	udglincjhx	1403	
834	10959	10959	kaethiauzi	357	
10293	8930	8930	keywtcoywu	6985	
2517	8266	8266	xkitnrgwob	6282	
4427	4899	4899	lzbdnjtpna	8044	
10662	183	183	mtqbbmlpmw	7318	
9819	2438	2438	ilxhyvsqda	6405	
438	9593	9593	kduuukpite	2159	
431	4974	4974	quttslldkk	4467	
2614	5431	5431	xrwrivnupj	7482	
3837	8469	8469	tzuqiqkcfw	7112	
9893	3951	3951	odctksuqxh	3214	
2148	8266	8266	xkitnrgwob	6282	
7356	9665	9665	ceejhfisdl	6193	
3958	6633	6633	fbcwyyrrow	9495	
11048	5537	5537	yzubpmtdhv	8532	
5637	7800	7800	zqjkaoewpa	8140	
3468	5326	5326	duomtcjiey	5451	
9327	4230	4230	oapofzvrgy	9327	
2278	4984	4984	jfnfcmdvfy	2801	
2886	8612	8612	uebktsnpdc	3237	
11907	7886	7886	ogqoqfppdo	6948	
7649	3722	3722	jidgfhqbpq	4907	
8512	1998	1998	ihjxpvacvp	1656	
8888	7866	7866	gaidbbnhde	5327	
3925	3981	3981	twlgwylffk	1637	
12388	5052	5052	ufydqayzlr	7331	
9563	6635	6635	lauwalhsjm	9097	
8049	7655	7655	codjsaxbgp	902	
7957	8827	8827	allsfpnxky	5260	
172	9072	9072	hnnjsnklna	7707	
4153	7775	7775	kakdfmrriz	4167	
600	4633	4633	ilfkmkkwsd	5970	
5665	1862	1862	bccqlmrleg	846	
1739	8838	8838	lclgcguras	4490	
12786	127	127	dttbnzddgb	1125	
12193	696	696	xvpdxeuumm	9377	
4188	6092	6092	isrsqtgxim	5738	
1256	7998	7998	mbtaulxkwv	4958	
8326	9015	9015	etvxezggmz	3502	
9808	7292	7292	apajwycssy	5722	
11597	1734	1734	nfdeuhyemy	1322	
2443	2477	2477	ysznvemvhq	1939	
3929	1635	1635	itngspeklk	7786	
2077	1217	1217	mpziymmiow	8872	
12957	183	183	mtqbbmlpmw	7318	
10922	421	421	qrubdtjdiz	8026	
11009	7998	7998	mbtaulxkwv	4958	
9938	696	696	xvpdxeuumm	9377	
6912	6633	6633	fbcwyyrrow	9495	
6558	3508	3508	gqjimkdkgm	7417	
2328	7866	7866	gaidbbnhde	5327	
8874	9015	9015	etvxezggmz	3502	
9621	8111	8111	ffvzvwniuy	4028	
6865	9015	9015	etvxezggmz	3502	
8160	7201	7201	eszxgkbpht	3654	
11379	4984	4984	jfnfcmdvfy	2801	
5363	10921	10921	jrcxzxwaww	9922	
4241	2715	2715	xsedxuycjo	4699	
12519	8544	8544	aajshbusgn	4852	
2520	2438	2438	ilxhyvsqda	6405	
8095	3501	3501	xvvrzfltaw	8611	
6714	4899	4899	lzbdnjtpna	8044	
7660	5243	5243	fbkmqdyzvg	6926	
7739	1635	1635	itngspeklk	7786	
5343	10921	10921	jrcxzxwaww	9922	
6369	1119	1119	egyldbolae	6950	
8922	3226	3226	puactkdfxt	510	
11278	6564	6564	kvzinyidim	7207	
8983	8367	8367	tkmgyjhyac	7842	
11835	9308	9308	opxkiaoxge	1917	
4798	5843	5843	eipyniiiwe	6621	
1562	9653	9653	pxumjeumid	5470	
1947	7800	7800	zqjkaoewpa	8140	
292	8111	8111	ffvzvwniuy	4028	
4775	10985	10985	utovqxvwmg	9680	
917	871	871	kpsiqerrwn	4103	
6270	871	871	kpsiqerrwn	4103	
5166	7273	7273	qkqrvdbgvh	5921	
5892	5912	5912	liaqrsxela	4720	
5000	7275	7275	drrtpqteif	6475	
6601	10921	10921	jrcxzxwaww	9922	
4452	6994	6994	abgjphexan	7622	
9438	3273	3273	xxcrzdbmks	288	
7160	4974	4974	quttslldkk	4467	
9469	10308	10308	ymqyviyngn	9007	
4246	7273	7273	qkqrvdbgvh	5921	
2001	1042	1042	hudhrqqzzz	1424	
9766	2557	2557	caofxryrmu	9291	
10285	10163	10163	hrearsvjoj	5112	
6836	3226	3226	puactkdfxt	510	
619	6633	6633	fbcwyyrrow	9495	
10374	5537	5537	yzubpmtdhv	8532	
1112	1984	1984	tyhnbdoufa	2202	
12667	7784	7784	tauxqlhvtv	6615	
10268	9551	9551	gedzkkvydf	1142	
1299	3284	3284	ppaknnnkbj	5687	
1004	5066	5066	ycynvdaaxl	364	
11398	1984	1984	tyhnbdoufa	2202	
1836	9015	9015	etvxezggmz	3502	
1003	1681	1681	vweiufmfrl	7023	
8592	5843	5843	eipyniiiwe	6621	
2858	10985	10985	utovqxvwmg	9680	
7392	10093	10093	vvhwaixbti	4199	
1522	4633	4633	ilfkmkkwsd	5970	
8783	1734	1734	nfdeuhyemy	1322	
6702	5566	5566	xlbogvtmqm	1155	
12527	8367	8367	tkmgyjhyac	7842	
2599	9551	9551	gedzkkvydf	1142	
772	9593	9593	kduuukpite	2159	
5336	183	183	mtqbbmlpmw	7318	
7577	7833	7833	frwaiqhtde	2345	
9140	964	964	hbmswsxkyu	1065	
11341	10985	10985	utovqxvwmg	9680	
7792	6451	6451	zqlmekhnrp	7345	
1413	3722	3722	jidgfhqbpq	4907	
5354	795	795	xmikgxrtjq	7903	
12217	5631	5631	kejmlqhosj	71	
7564	6396	6396	igryqniken	7535	
7684	590	590	szorrtotqg	6640	
3421	696	696	xvpdxeuumm	9377	
3971	6092	6092	isrsqtgxim	5738	
123	7750	7750	xhklkxrews	2096	
5420	1760	1760	ysncmriday	6353	
1479	8367	8367	tkmgyjhyac	7842	
8716	8074	8074	pquhfbtitw	3386	
3926	1984	1984	tyhnbdoufa	2202	
3071	750	750	zipwxlbkyl	7210	
6634	9308	9308	opxkiaoxge	1917	
10866	9653	9653	pxumjeumid	5470	
5442	1543	1543	syhhjlmapf	1311	
7585	1998	1998	ihjxpvacvp	1656	
5451	4633	4633	ilfkmkkwsd	5970	
9790	795	795	xmikgxrtjq	7903	
8995	8177	8177	jjloeerfhu	7327	
5673	3501	3501	xvvrzfltaw	8611	
7484	5066	5066	ycynvdaaxl	364	
3712	183	183	mtqbbmlpmw	7318	
3275	6718	6718	vzryjpsvuw	2648	
2277	8469	8469	tzuqiqkcfw	7112	
10303	2381	2381	tpwgyfwzaq	645	
5889	6564	6564	kvzinyidim	7207	
7640	127	127	dttbnzddgb	1125	
7466	5431	5431	xrwrivnupj	7482	
1853	5566	5566	xlbogvtmqm	1155	
7555	5436	5436	cdccnojrtk	4886	
3828	8177	8177	jjloeerfhu	7327	
5860	9551	9551	gedzkkvydf	1142	
1453	8752	8752	eqhshhaosh	9257	
2413	421	421	qrubdtjdiz	8026	
1431	8612	8612	uebktsnpdc	3237	
12758	3692	3692	jxsudiruxh	4640	
12142	8930	8930	keywtcoywu	6985	
7834	6451	6451	zqlmekhnrp	7345	
10709	6251	6251	afvqawwvwa	2877	
7112	183	183	mtqbbmlpmw	7318	
6870	10185	10185	ahefzndrbv	6079	
9844	7775	7775	kakdfmrriz	4167	
4321	3273	3273	xxcrzdbmks	288	
115	8838	8838	lclgcguras	4490	
2864	750	750	zipwxlbkyl	7210	
12877	6635	6635	lauwalhsjm	9097	
2110	911	911	inctqgqdgw	2568	
1244	10437	10437	nqhzhiwzgn	2419	
7771	1133	1133	kbeqasqpva	6796	
5254	910	910	mpeuajsscu	9177	
8033	9828	9828	qnpacezvbd	394	
10871	9277	9277	fvtpegbjqw	2137	
9556	7857	7857	uzyuifzzxn	6451	
7909	891	891	aimgxzidwt	139	
10075	10937	10937	gmkyatihor	8967	
9601	4398	4398	qrgxioesyp	9464	
8288	6042	6042	qozytbqgek	9083	
144	1691	1691	gabwlnskmu	9753	
2926	3497	3497	wbnuhjqdex	3629	
1568	3026	3026	jbvdldukpp	7697	
7959	3026	3026	jbvdldukpp	7697	
6812	7175	7175	frcpkxcexz	1116	
6337	8428	8428	phrtiihuei	8686	
2588	9603	9603	jnhwuchmqb	3925	
8706	9235	9235	qyxleyzqal	5752	
10565	3031	3031	fpcvhiztuc	8588	
425	848	848	alqgwlvthi	4392	
5376	1838	1838	zbvsnngqgd	3357	
3097	6790	6790	yyzbmokpsm	7232	
12183	7678	7678	qpkuomcsou	6715	
8807	8143	8143	ucrqxhvutk	1145	
6784	10052	10052	azvgkorabp	1325	
3585	5019	5019	lykgxsnopp	745	
1697	3095	3095	jrqnekftqw	5054	
2374	2670	2670	bjdrpxuzfn	9007	
12645	4238	4238	accppvscms	4138	
12769	2750	2750	qkegesvakn	8	
10664	4470	4470	izwfesjqgd	7407	
3807	7077	7077	gnjjlabeyc	7927	
5709	9818	9818	rrcspwhdbt	2890	
8283	8050	8050	ypwgytlwog	3196	
4308	4821	4821	lxudvgkngb	8408	
11584	9627	9627	dkurritoqd	2066	
2741	10749	10749	umaihibcyx	3341	
9123	10502	10502	kpjgmbmbye	8003	
5743	8679	8679	oiodylqvqv	7151	
7871	5294	5294	mhezjjklbz	8230	
3555	3095	3095	jrqnekftqw	5054	
7829	5989	5989	etoxqsqjre	5771	
7854	2750	2750	qkegesvakn	8	
5362	7857	7857	uzyuifzzxn	6451	
3073	149	149	foqytxjplm	4205	
4010	147	147	monjmcjwoq	1479	
4308	1457	1457	btlcwnafye	7228	
3664	840	840	ivpbqbklke	4461	
2639	3997	3997	gpdgksbymr	1717	
4958	602	602	unnlnrbohk	8275	
10540	9136	9136	lflvvsknfc	7163	
1011	6841	6841	osoqtxrelw	4597	
1413	6872	6872	xuskjwunfj	1237	
7433	2223	2223	lrbtaosfvl	4019	
228	7831	7831	fbreheqeoz	9282	
9443	891	891	aimgxzidwt	139	
3823	5681	5681	fpcprcrgsy	2199	
4602	10052	10052	azvgkorabp	1325	
8683	7923	7923	mlfcsfyvyd	5801	
8227	10536	10536	ornnkqtyhf	418	
11661	4492	4492	pknkzdfcvz	1903	
2927	6206	6206	xgxecolncy	6079	
3899	4433	4433	rdjcftxoze	3856	
3742	9415	9415	xhelfhpyno	4836	
8152	5238	5238	gdnjtsfzvj	5960	
2963	9322	9322	qiwwtabbvl	3790	
8038	9235	9235	qyxleyzqal	5752	
12069	2771	2771	hadgvlttzr	5538	
7607	3095	3095	jrqnekftqw	5054	
7673	4550	4550	qsnwuirlpz	9826	
4066	7175	7175	frcpkxcexz	1116	
2407	4829	4829	kmbbsjkprv	4659	
11332	7063	7063	zauhcepbuc	4730	
7349	6841	6841	osoqtxrelw	4597	
10154	1978	1978	zsetjvpmft	9782	
10199	2537	2537	hyspbqtmgh	6835	
4376	2122	2122	jtoiezygur	6922	
3274	3016	3016	itrdgouxjd	6245	
8832	7754	7754	yvnsjjosxv	7052	
1987	5466	5466	ynsixoaidd	2391	
1604	8050	8050	ypwgytlwog	3196	
1755	7217	7217	jllexbtngx	4406	
12756	1035	1035	cptiycxdzp	5718	
741	4238	4238	accppvscms	4138	
4904	2393	2393	vktewlheuu	418	
9777	5238	5238	gdnjtsfzvj	5960	
10562	9828	9828	qnpacezvbd	394	
3880	1228	1228	qymunkmvdn	5795	
7377	8538	8538	vmhovekbzj	85	
9035	7923	7923	mlfcsfyvyd	5801	
9378	4821	4821	lxudvgkngb	8408	
707	5466	5466	ynsixoaidd	2391	
1873	1035	1035	cptiycxdzp	5718	
6016	9235	9235	qyxleyzqal	5752	
7188	4829	4829	kmbbsjkprv	4659	
1177	47	47	ektqkpkdpu	2575	
1088	891	891	aimgxzidwt	139	
250	3541	3541	yvborbkalk	2671	
2893	3031	3031	fpcvhiztuc	8588	
775	3031	3031	fpcvhiztuc	8588	
7537	4470	4470	izwfesjqgd	7407	
3361	7987	7987	goszoksqtf	1070	
6138	3258	3258	utjxgywogj	7286	
10732	3497	3497	wbnuhjqdex	3629	
11473	1457	1457	btlcwnafye	7228	
9858	8389	8389	nzpfxnqgzv	8286	
3176	9415	9415	xhelfhpyno	4836	
10907	9569	9569	iwumyyefkv	2673	
10356	4455	4455	ynicvjmiin	5473	
12711	3031	3031	fpcvhiztuc	8588	
12827	984	984	gegmkampjb	6369	
12614	3997	3997	gpdgksbymr	1717	
10608	4786	4786	etdrqmmein	2767	
10213	7537	7537	kxxmjsfwve	524	
5603	7910	7910	xqgbzmrhuu	4637	
8531	8743	8743	omgnfjyszd	4325	
12316	2062	2062	lthoojmxmm	1155	
3964	1228	1228	qymunkmvdn	5795	
3334	10320	10320	hjcmyrzwif	5971	
12982	8023	8023	pgbszswzfj	6383	
1278	2537	2537	hyspbqtmgh	6835	
10063	9828	9828	qnpacezvbd	394	
780	9322	9322	qiwwtabbvl	3790	
8023	8143	8143	ucrqxhvutk	1145	
11809	8743	8743	omgnfjyszd	4325	
11532	2674	2674	cmdnsuoosz	2370	
5168	3797	3797	pufogogfsa	9513	
5213	4724	4724	nnmjgoncuw	2862	
2838	240	240	tvsyemjhry	7774	
5179	5238	5238	gdnjtsfzvj	5960	
3930	6790	6790	yyzbmokpsm	7232	
10928	1691	1691	gabwlnskmu	9753	
4057	7067	7067	ujfrzbjxvv	7129	
6707	149	149	foqytxjplm	4205	
2132	6841	6841	osoqtxrelw	4597	
1730	5681	5681	fpcprcrgsy	2199	
762	8679	8679	oiodylqvqv	7151	
3514	2670	2670	bjdrpxuzfn	9007	
12367	848	848	alqgwlvthi	4392	
12709	4492	4492	pknkzdfcvz	1903	
8012	8023	8023	pgbszswzfj	6383	
6205	9136	9136	lflvvsknfc	7163	
12237	7433	7433	oktpmovpvd	6229	
7368	7923	7923	mlfcsfyvyd	5801	
6955	7067	7067	ujfrzbjxvv	7129	
11909	4398	4398	qrgxioesyp	9464	
3842	5599	5599	tphvojfmtt	974	
4859	3178	3178	mleqmhrujn	1101	
12169	1457	1457	btlcwnafye	7228	
6808	9136	9136	lflvvsknfc	7163	
1774	9936	9936	ytknhjlzdz	1166	
4062	2402	2402	epugenrxtv	6345	
9757	3095	3095	jrqnekftqw	5054	
1146	5599	5599	tphvojfmtt	974	
12296	7365	7365	enftplnzvf	2288	
12859	5228	5228	jyaiprbcpg	3612	
3604	9818	9818	rrcspwhdbt	2890	
826	9322	9322	qiwwtabbvl	3790	
12231	10749	10749	umaihibcyx	3341	
1274	4470	4470	izwfesjqgd	7407	
1633	6790	6790	yyzbmokpsm	7232	
8844	9627	9627	dkurritoqd	2066	
8502	3178	3178	mleqmhrujn	1101	
12154	9949	9949	qdxcmsswvu	1696	
8889	3743	3743	rbrxvaibce	9964	
10632	8743	8743	omgnfjyszd	4325	
7348	7037	7037	jqticxrktw	9286	
6920	8770	8770	nhtxdavaaz	4511	
11000	581	581	dqhafctkap	8483	
859	4459	4459	auywaixdmg	9066	
11645	2223	2223	lrbtaosfvl	4019	
5750	3016	3016	itrdgouxjd	6245	
12626	9627	9627	dkurritoqd	2066	
721	10052	10052	azvgkorabp	1325	
7900	7857	7857	uzyuifzzxn	6451	
5067	3902	3902	rhsjmvhlht	4602	
11274	7037	7037	jqticxrktw	9286	
1473	840	840	ivpbqbklke	4461	
8472	4205	4205	ozzohmmvdn	2952	
941	10468	10468	icmicygxfu	3827	
8972	9603	9603	jnhwuchmqb	3925	
1522	2670	2670	bjdrpxuzfn	9007	
10804	4829	4829	kmbbsjkprv	4659	
1918	8882	8882	hgtokinmzf	7824	
10558	3743	3743	rbrxvaibce	9964	
2273	6341	6341	vxtbrzsaxf	778	
2149	9136	9136	lflvvsknfc	7163	
8884	5989	5989	etoxqsqjre	5771	
1271	10320	10320	hjcmyrzwif	5971	
4747	3862	3862	bgssloeenw	3105	
4929	5718	5718	xfkmqypccb	1761	
7314	3797	3797	pufogogfsa	9513	
1030	840	840	ivpbqbklke	4461	
5936	9473	9473	zzvladrxds	2692	
6698	7037	7037	jqticxrktw	9286	
10318	9136	9136	lflvvsknfc	7163	
7444	9627	9627	dkurritoqd	2066	
3334	8679	8679	oiodylqvqv	7151	
586	9415	9415	xhelfhpyno	4836	
11880	4723	4723	kczqblvxjt	7393	
4585	2863	2863	nlulqyrfgr	8638	
4619	1746	1746	ojxzahjlcb	373	
2942	5645	5645	vxaphtmvxa	7014	
12600	2725	2725	qclryachih	9851	
6828	4969	4969	ovefurvdkc	2293	
8044	6272	6272	ygmoiehxnm	2904	
537	3999	3999	rxgyxsmjwp	2470	
10624	9218	9218	qcimwanxis	2807	
1339	4583	4583	pwmpyljzlq	6865	
2203	4969	4969	ovefurvdkc	2293	
12864	10819	10819	yuufamvxgn	608	
11662	7838	7838	kpzdnsfwhc	8924	
6304	9657	9657	hmibomdqla	460	
12552	3827	3827	amceefyiei	9598	
2892	10128	10128	ucudtyrnna	7993	
11681	5485	5485	zeipgrvmiv	5020	
5321	10280	10280	jtqernzogm	8145	
1508	2940	2940	wfriofcfza	7381	
13	9981	9981	tjlcninqbm	7492	
1725	4585	4585	swfpxzsqlo	9371	
987	9126	9126	jcdcuagvmf	5804	
12799	7838	7838	kpzdnsfwhc	8924	
3713	1254	1254	uifxeofktj	5485	
991	3281	3281	gynturjqsc	1236	
9958	7052	7052	nxoytbsmii	648	
8544	1924	1924	aupfhblvbq	9217	
1211	3281	3281	gynturjqsc	1236	
905	6535	6535	ezwzapaiab	3309	
6348	8123	8123	ksgtvmgiul	5239	
9280	2534	2534	obdgomfgna	1471	
4947	8330	8330	lqskugbwdz	5364	
8450	3352	3352	jyufhoetgw	355	
418	3175	3175	aqmtweljsy	8448	
